Brand,CPU,GPU,RAM Type,RAM Size (GB),Storage (GB),Screen Type,Refresh Rate (Hz),Uniqueness,Upgradeable,Price (Rupiah)
HP,RYZEN 7-7730,-,DDR4,16GB,512GB,IPS,60,[],1,10699000
LENOVO,I5-120,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],0,10699000
HP,I5-120,-,DDR4,8GB,512GB,IPS,60,['fingerprint'],1,10699000
ACER,I5-1135,-,DDR4,8GB,512GB,LCD,60,[],1,10701773
ASUS,I7-1355,-,DDR4,8GB,512GB,VA,60,['fingerprint'],1,10719000
ASUS,RYZEN 5-7430,-,DDR4,8GB,512GB,IPS,60,['fingerprint'],1,10729000
ASUS,I5-125,-,DDR5,8GB,1024GB,OLED,60,[],1,10749000
LENOVO,RYZEN 7-5700,-,DDR4,8GB,512GB,IPS,60,"['fingerprint', 'flex']",0,10760000
LENOVO,RYZEN 7-8845,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],0,10799000
LENOVO,RYZEN 7-7730,-,DDR4,16GB,512GB,IPS,60,[],0,10799000
ACER,I7-1165,-,DDR4,8GB,512GB,IPS,60,[],1,10850000
ACER,I7-12650,-,DDR5,16GB,1024GB,IPS,60,[],1,10949000
LENOVO,RYZEN 7-8845,-,DDR5,16GB,1024GB,IPS,60,[],0,10959000
HP,I5-1335,-,DDR5,16GB,,LED,60,[],1,10990000
HP,I5-120,-,DDR4,16GB,1024GB,IPS,60,[],1,10999000
HP,I3-1005,-,DDR4,,256GB,LED,60,[],1,10999000
LENOVO,RYZEN 5-8645,-,DDR5,16GB,512GB,IPS,60,[],0,11019000
LENOVO,I5-1135,-,DDR4,8GB,512GB,IPS,60,['fingerprint'],0,11099000
DELL,I5-120,-,DDR5,8GB,512GB,IPS,60,[],1,11099000
LENOVO,RYZEN 7-5825,-,DDR4,16GB,512GB,IPS,60,['flex'],0,11099000
LENOVO,I7-13620,-,DDR5,16GB,512GB,IPS,60,[],0,11139000
,I7-1260,-,DDR5,8GB,512GB,LED,60,['fingerprint'],1,11199000
LENOVO,I7-1355,-,DDR4,16GB,512GB,IPS,60,[],0,11199000
ASUS,I7-12700,-,DDR4,8GB,1024GB,OLED,60,[],1,11199000
HP,RYZEN 7-5700,-,DDR4,8GB,512GB,IPS,60,[],1,11249000
ASUS,I7-150,-,DDR4,16GB,512GB,IPS,60,[],1,11249000
HP,I7-1355,-,DDR4,16GB,512GB,IPS,60,[],1,11279000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],0,11299000
HP,I7-1355,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,11299000
HP,I7-1355,-,DDR4,16GB,512GB,IPS,60,[],1,11299000
LENOVO,RYZEN 5-5500,-,DDR4,8GB,512GB,LED,60,['flex'],1,11299000
ASUS,I7-150,-,DDR4,16GB,512GB,LED,60,[],1,11299000
ASUS,I7-2700,-,DDR4,8GB,512GB,OLED,90,['fingerprint'],1,11299000
HP,I5-125,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],1,11349000
HP,I7-1355,-,DDR4,16GB,512GB,IPS,60,[],1,11349000
LENOVO,I7-150,-,DDR5,16GB,1024GB,IPS,60,[],0,11349000
ASUS,RYZEN 7-7730,-,DDR4,16GB,1024GB,OLED,60,[],1,11349000
HP,I5-120,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,11349000
HP,I7-1355,-,DDR4,16GB,512GB,LED,60,[],1,11350000
LENOVO,RYZEN 7-7730,-,DDR4,16GB,512GB,IPS,60,[],0,11390000
DELL,I5-120,-,DDR5,8GB,512GB,IPS,60,['fingerprint'],1,11399000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],0,11399000
HP,I7-1255,-,DDR4,16GB,512GB,IPS,60,[],1,11444000
ASUS,I5-125,-,DDR5,8GB,512GB,OLED,60,[],1,11449000
HP,I5-1335,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,11450000
LENOVO,I5-1235,-,DDR4,8GB,512GB,IPS,60,"['fingerprint', 'yoga']",1,11499000
LENOVO,I7-150,-,DDR5,16GB,256GB,IPS,60,['fingerprint'],1,11499000
LENOVO,I5-13420,-,DDR5,16GB,512GB,IPS,60,[],0,11499000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,[],0,11519000
ASUS,,-,DDR5,16GB,512GB,IPS,60,[],1,11539000
LENOVO,I7-150,-,DDR5,16GB,1024GB,IPS,60,[],1,11549000
HP,RYZEN 5-8640,-,DDR5,16GB,512GB,IPS,60,[],1,11549000
LENOVO,RYZEN 7-5700,-,DDR4,8GB,512GB,IPS,60,['flex'],0,11585300
ASUS,I5-125,-,DDR5,8GB,512GB,OLED,60,[],1,11599000
HP,I7-1255,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,11599000
ASUS,RYZEN 5-7430,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,11599000
ASUS,I7-1355,-,DDR4,8GB,1024GB,VA,60,['fingerprint'],1,11649000
MSI,I7-12650,RTX 3050,DDR4,8GB,512GB,IPS,144,[],1,11682500
LENOVO,I5-12450,RTX3050,DDR4,12GB,512GB,LED,60,[],1,11699000
LENOVO,RYZEN 5-8645,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],0,11699000
ASUS,I7-1355,-,DDR4,8GB,,VA,60,['fingerprint'],1,11699000
LENOVO,RYZEN 7-8845,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],0,11699000
LENOVO,I5-125,-,DDR5,16GB,512GB,OLED,60,[],0,11699000
ASUS,I7-150,-,DDR4,16GB,1024GB,IPS,60,[],1,11739000
ASUS,I7-150,-,DDR4,16GB,1024GB,IPS,60,[],1,11749000
HP,I7-155,-,DDR5,16GB,512GB,IPS,60,[],1,11799000
ASUS,I7-1260,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,11799000
HP,I5-120,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,11799000
HP,I5-1334,-,DDR4,32GB,512GB,IPS,60,[],1,11799000
HP,I5-120,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,11879000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,[],0,11899000
ASUS,I7-150,-,DDR4,16GB,1024GB,IPS,60,[],1,11919000
ASUS,I7-1355,-,DDR4,16GB,1024GB,VA,60,['fingerprint'],1,11998000
ASUS,I7-1355,-,DDR4,16GB,1024GB,VA,60,['fingerprint'],1,11998000
ASUS,I7-1355,-,DDR4,8GB,512GB,VA,60,['fingerprint'],1,11999000
ASUS,I7-150,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,12049000
HP,I5-1335,-,DDR5,16GB,512GB,IPS,60,[],1,12099000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,[],0,12099000
ACER,I9-13900,-,DDR5,8GB,512GB,IPS,60,[],1,12169000
LENOVO,I5-120,-,DDR5,16GB,512GB,OLED,60,[],0,12199000
LENOVO,I7-13620,-,DDR5,16GB,512GB,IPS,60,[],0,12200000
LENOVO,I5-13420,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],0,12206000
HP,I5-13420,RTX 3050,DDR4,8GB,512GB,IPS,144,[],1,12219000
ASUS,I5-1335,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,12249000
HP,I5-125,-,DDR5,16GB,512GB,IPS,60,[],1,12249000
HP,I5-13420,RTX 3050,DDR4,16GB,1024GB,IPS,144,[],1,12249000
HP,I7-1355,-,DDR4,16GB,512GB,IPS,60,[],1,12249000
ASUS,I7-155,-,DDR5,16GB,1024GB,OLED,120,[],1,12299000
HP,I5-1335,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,12394000
HP,I5-125,-,DDR5,16GB,512GB,IPS,120,[],1,12399000
HP,RYZEN 5-7535,RTX 2050,DDR5,32GB,512GB,IPS,144,[],1,12399000
HP,RYZEN 7-8840,-,DDR5,16GB,1024GB,IPS,60,[],1,12399000
HP,I7-1355,NVIDIA MX570,DDR4,8GB,512GB,IPS,60,[],1,12399000
ACER,I5-1135,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,12399000
HP,RYZEN 7-7730,-,DDR4,16GB,512GB,IPS,90,[],1,12449000
LENOVO,,-,DDR5,16GB,1024GB,OLED,60,['fingerprint'],0,12449000
HP,RYZEN 7-8840,-,DDR5,16GB,512GB,IPS,120,[],1,12449000
ASUS,I7-1355,-,DDR4,8GB,512GB,VA,60,['fingerprint'],1,12490000
HP,I5-13420,RTX 3050,DDR4,8GB,512GB,LED,144,[],1,12491000
HP,I7-1355,GEFORCE MX570,DDR4,16GB,512GB,IPS,60,[],1,12499000
MSI,I7-12650,RTX 2050,DDR4,8GB,512GB,IPS,144,[],1,12499000
HP,I7-1255,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,12499000
LENOVO,I7-150,-,DDR5,16GB,512GB,LED,60,[],1,12499000
ACER,I5-115,-,DDR4,16GB,512GB,IPS,60,[],1,12499000
,I5-12450,RTX 4050,DDR5,16GB,512GB,LED,144,[],1,12509000
ASUS,I5-13500,RTX 2050,DDR4,8GB,512GB,IPS,60,['fingerprint'],1,12592000
LENOVO,,-,DDR5,16GB,1024GB,OLED,60,['fingerprint'],0,12599000
HP,I5-1135,-,DDR4,16GB,512GB,IPS,60,[],1,12599000
HP,I7-1355,-,DDR4,16GB,1024GB,IPS,60,[],1,12599000
ACER,I7-150,-,DDR5,16GB,512GB,IPS,60,[],1,12599000
LENOVO,I5-12450,RTX 3050,DDR5,32GB,512GB,IPS,60,[],1,12600000
HP,RYZEN 7-8840,-,DDR5,16GB,1024GB,IPS,120,[],1,12699000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],1,12699000
LENOVO,RYZEN 5-340,-,DDR5,16GB,512GB,OLED,60,[],0,12699000
LENOVO,I5-120,-,DDR5,8GB,512GB,IPS,60,['fingerprint'],1,12699000
ASUS,I7-150,-,DDR4,8GB,1024GB,IPS,60,['fingerprint'],1,12719000
HP,I5-125,-,DDR5,16GB,512GB,IPS,60,[],1,12749000
ACER,I7-12650,NVIDIA RTX3050,DDR4,16GB,,IPS,144,[],1,12749000
LENOVO,I5-125,-,DDR5,16GB,512GB,OLED,60,[],0,12799000
HP,I7-1255,-,DDR4,8GB,512GB,LED,60,[],1,12799000
LENOVO,I7-1255,-,DDR4,16GB,512GB,IPS,60,[],0,12799000
LENOVO,I7-1255,-,DDR4,8GB,512GB,LED,60,[],1,12811250
HP,I7-1260,-,DDR4,32GB,512GB,IPS,60,[],1,12819000
LENOVO,I5-120,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],0,12890000
HP,RYZEN 7-5700,-,DDR4,16GB,128GB,LED,60,[],1,12899000
LENOVO,I5-120,-,DDR5,16GB,512GB,OLED,60,['fingerprint'],0,12920000
LENOVO,I7-155,-,DDR5,16GB,512GB,OLED,60,[],0,12923000
LENOVO,I5-13450,RTX 3050,DDR5,32GB,512GB,IPS,144,[],1,12970000
LENOVO,I5-13450,RTX 3050,DDR5,32GB,512GB,IPS,144,[],1,12970000
LENOVO,I7-1255,-,DDR4,8GB,512GB,IPS,60,[],0,12999000
LENOVO,I7-13620,-,DDR5,16GB,512GB,OLED,60,[],0,12999000
ASUS,I7-1355,-,DDR4,8GB,1024GB,VA,60,['fingerprint'],1,12999000
HP,I7-150,-,DDR4,16GB,1024GB,IPS,60,['fingerprint'],1,12999000
HP,I7-150,-,DDR4,16GB,1024GB,IPS,60,[],1,12999000
HP,I5-120,-,DDR4,8GB,512GB,IPS,60,[],1,12999000
ASUS,I5-13500,-,DDR4,8GB,512GB,OLED,60,[],1,13049000
ASUS,I5-13500,-,DDR4,8GB,512GB,OLED,90,['fingerprint'],1,13049000
ASUS,I5-13500,-,DDR4,8GB,512GB,VA,90,['fingerprint'],1,13079000
ACER,I5-125,-,DDR5,32GB,512GB,OLED,90,['fingerprint'],1,13099000
LENOVO,I7-13620,-,DDR5,16GB,512GB,IPS,60,[],0,13099000
ASUS,I5-13500,-,DDR4,8GB,512GB,OLED,90,['fingerprint'],1,13119000
ASUS,I5-13500,-,DDR4,8GB,512GB,OLED,90,['fingerprint'],1,13119000
HP,I7-150,-,DDR5,16GB,1024GB,IPS,60,[],1,13129000
LENOVO,I5-1335,-,DDR4,16GB,512GB,OLED,60,['flex'],0,13190000
LENOVO,RYZEN 5-340,-,DDR5,16GB,512GB,OLED,60,[],0,13199000
LENOVO,I7-155,-,DDR5,16GB,512GB,OLED,60,['fingerprint'],0,13199000
ASUS,I7-1355,-,DDR4,8GB,512GB,VA,60,['fingerprint'],1,13199000
HP,RYZEN 7-8840,-,DDR5,16GB,512GB,IPS,60,[],1,13249000
HP,RYZEN 7-8840,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],1,13249000
LENOVO,I5-120,-,DDR5,16GB,512GB,OLED,60,[],0,13290000
MSI,I7-12650,RTX 3050,DDR4,8GB,512GB,IPS,144,[],1,13299000
HP,I5-125,-,DDR5,16GB,1024GB,IPS,60,[],1,13299000
HP,RYZEN 5-8640,-,DDR4,16GB,512GB,IPS,60,[],1,13299000
MSI,I7-13620,RTX 3050,DDR5,16GB,512GB,IPS,144,[],1,13299000
LENOVO,I7-1165,NVIDIA MX350,DDR4,,,LED,60,[],1,13300000
ACER,I5-125,-,DDR5,32GB,512GB,OLED,90,[],1,13339000
LENOVO,I7-1355,-,DDR4,16GB,1024GB,IPS,60,"['yoga', 'flex']",0,13349000
LENOVO,I7-13620,-,DDR5,16GB,1024GB,OLED,60,[],1,13399000
HP,RYZEN 7-8840,-,DDR5,16GB,1024GB,IPS,60,[],1,13399000
LENOVO,I7-13620,-,DDR5,32GB,1024GB,OLED,60,[],1,13399000
LENOVO,I7-13620,-,DDR5,16GB,1024GB,OLED,60,['fingerprint'],0,13399000
LENOVO,RYZEN 5-7530,-,DDR4,16GB,512GB,IPS,60,['yoga'],0,13448000
ACER,RYZEN 5-5500,RTX 3050,DDR4,16GB,512GB,IPS,60,[],1,13479000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],0,13499000
DELL,I7-1365,-,DDR4,32GB,1024GB,IPS,60,['fingerprint'],1,13499000
HP,I7-150,-,DDR4,16GB,512GB,IPS,60,[],1,13499000
HP,RYZEN 7-8840,-,DDR5,16GB,1024GB,IPS,60,[],1,13499000
LENOVO,I5-120,-,DDR5,16GB,512GB,OLED,60,[],0,13499000
HP,I7-150,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,13499000
LENOVO,I7-1255,-,DDR4,8GB,512GB,IPS,60,[],1,13499000
DELL,I7-1365,-,DDR5,32GB,1024GB,IPS,60,[],1,13499000
HP,I5-1135,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,13500000
HP,RYZEN 7-8840,-,DDR5,16GB,1024GB,IPS,60,[],1,13519000
LENOVO,I7-13620,-,DDR5,16GB,512GB,OLED,60,[],0,13590000
LENOVO,I7-155,-,DDR5,16GB,512GB,IPS,60,[],0,13590000
HP,I7-150,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,13599000
ASUS,RYZEN 7-8840,-,DDR5,16GB,512GB,OLED,60,[],1,13599000
HP,I7-150,-,DDR4,16GB,512GB,IPS,60,[],1,13599000
HP,I7-150,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,13599000
HP,I7-150,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,13699000
LENOVO,RYZEN 7-350,-,DDR5,16GB,512GB,OLED,60,[],0,13699000
LENOVO,I5-120,-,DDR5,16GB,512GB,OLED,60,['fingerprint'],0,13699000
LENOVO,I7-155,-,DDR5,16GB,512GB,OLED,60,[],0,13699000
HP,I7-150,-,DDR4,16GB,512GB,IPS,60,[],1,13699000
ASUS,RYZEN 7-260,-,DDR5,16GB,1024GB,LED,60,[],1,13799000
LENOVO,I7-13620,-,DDR5,16GB,512GB,OLED,60,[],0,13799000
ADVAN,I7-1255,-,DDR4,16GB,1024GB,LED,60,[],1,13899000
ACER,I5-125,-,DDR5,32GB,512GB,IPS,60,['fingerprint'],1,13899000
LENOVO,I7-13620,-,DDR5,16GB,512GB,OLED,60,['fingerprint'],0,13943000
LENOVO,I7-1165,-,DDR4,8GB,512GB,TN,60,[],1,13999000
LENOVO,I5-125,-,DDR5,8GB,512GB,IPS,60,['fingerprint'],1,13999000
ASUS,RYZEN 7-7730,-,DDR4,8GB,1024GB,OLED,90,['fingerprint'],1,13999000
LENOVO,I7-13620,-,DDR5,16GB,512GB,IPS,60,[],0,13999000
LENOVO,RYZEN 5-8640,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,13999000
LENOVO,I7-13620,-,DDR5,16GB,1024GB,OLED,60,[],0,14006000
ASUS,I5-1135,-,DDR4,16GB,512GB,LCD,60,[],1,14029000
ACER,I7-155,-,DDR5,16GB,1024GB,IPS,60,['fingerprint'],1,14099000
DELL,I5-1145,-,DDR4,8GB,512GB,LED,60,[],1,14100000
HP,I5-120,-,DDR4,16GB,512GB,IPS,60,[],1,14150000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],0,14259000
HP,I5-13420,RTX 4050,DDR4,16GB,512GB,IPS,144,[],1,14299000
HP,I5-12500,RTX 3050,DDR4,8GB,512GB,IPS,144,[],1,14300000
LENOVO,I7-155,-,DDR5,16GB,512GB,IPS,60,[],0,14303000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,[],0,14306000
LENOVO,I7-13620,-,DDR5,16GB,512GB,OLED,60,[],0,14319000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],0,14349000
ASUS,I5-13500,-,DDR4,16GB,512GB,OLED,90,[],1,14355092
HP,I7-155,-,DDR5,16GB,1024GB,IPS,120,[],1,14399000
HP,I7-155,-,DDR5,16GB,1024GB,IPS,60,[],1,14399000
ACER,I7-13700,-,DDR5,16GB,1024GB,OLED,90,[],1,14399000
DELL,I7-150,-,DDR5,16GB,512GB,LED,60,[],1,14399000
HP,I5-1335,-,DDR4,16GB,512GB,IPS,60,[],1,14419000
LENOVO,I7-150,-,DDR5,16GB,512GB,OLED,60,['fingerprint'],0,14449000
LENOVO,I5-125,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,14450000
HP,RYZEN 7-8840,-,DDR5,16GB,1024GB,IPS,60,[],1,14469000
ASUS,,-,DDR5,16GB,512GB,IPS,60,[],1,14469000
ASUS,I9-185,-,DDR5,16GB,1024GB,OLED,120,[],1,14489000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,[],0,14499000
ASUS,I7-1355,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,14499000
ASUS,I9-185,-,DDR5,16GB,1024GB,OLED,120,[],0,14499000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],0,14507000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,[],0,14557000
ASUS,I5-13500,-,DDR4,16GB,512GB,OLED,90,[],1,14597300
MSI,I5-13420,RTX 4060,DDR5,16GB,512GB,IPS,144,[],1,14599000
LENOVO,RYZEN 5-8640,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,14599000
ASUS,I9-13900,-,DDR5,16GB,1024GB,OLED,120,[],1,14599000
ASUS,I7-150,-,DDR4,16GB,1024GB,IPS,60,[],1,14659000
ACER,I7-155,-,DDR5,16GB,512GB,OLED,90,['fingerprint'],1,14699000
ASUS,I7-1355,-,DDR4,16GB,512GB,LED,60,[],1,14699000
,I7-150,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,14699000
LENOVO,I7-155,-,DDR5,16GB,1024GB,IPS,60,"['fingerprint', 'yoga']",0,14699000
ASUS,I7-1355,-,DDR4,16GB,512GB,LED,60,[],1,14699000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],0,14699000
LENOVO,I7-155,-,DDR5,32GB,1024GB,OLED,60,"['fingerprint', 'yoga']",0,14699000
LENOVO,I7-1165,-,DDR4,8GB,512GB,IPS,60,[],0,14735000
LENOVO,RYZEN 7-8840,-,DDR5,16GB,1024GB,IPS,60,"['fingerprint', 'yoga']",0,14749000
LENOVO,I7-150,-,DDR5,16GB,512GB,IPS,60,['fingerprint'],0,14790000
LENOVO,RYZEN 7-5700,-,DDR4,8GB,512GB,IPS,60,['flex'],1,14790000
HP,I5-12500,RTX 3050,DDR4,8GB,512GB,IPS,60,[],1,14799000
ASUS,I9-185,-,DDR5,16GB,1024GB,OLED,60,[],1,14799000
DELL,I7-1355,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,14849000
LENOVO,I7-13620,-,DDR5,16GB,512GB,OLED,60,['fingerprint'],0,14899000
LENOVO,RYZEN 5-8640,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,14899000
LENOVO,RYZEN 5-8640,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,14899000
LENOVO,RYZEN 5-8640,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,14899000
HP,I7-1165,-,DDR4,16GB,512GB,IPS,60,[],1,14900000
ASUS,I9-13900,-,DDR4,16GB,1024GB,OLED,90,[],1,14989000
LENOVO,I7-13700,-,DDR5,16GB,512GB,IPS,60,['yoga'],0,14999000
ASUS,I9-13900,-,DDR5,16GB,1024GB,OLED,90,[],1,14999000
LENOVO,I7-150,-,DDR5,16GB,512GB,OLED,60,['fingerprint'],0,14999000
HP,I5-1135,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,15000000
ASUS,,-,DDR4,8GB,,LED,60,[],1,15000000
HP,I5-1135,-,DDR4,8GB,512GB,LED,60,['fingerprint'],1,15000000
DELL,I5-1334,-,DDR5,8GB,512GB,IPS,60,[],1,15000000
ASUS,I5-13500,-,DDR4,8GB,512GB,VA,60,[],1,15011000
ASUS,I9-13900,-,DDR5,16GB,1024GB,OLED,90,[],1,15049000
LENOVO,I5-125,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,15065000
LENOVO,I5-1335,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,15199000
HP,RYZEN 7-8845,-,DDR5,16GB,1024GB,OLED,60,[],1,15199000
LENOVO,I5-1335,-,DDR4,16GB,512GB,LED,60,[],0,15199000
HP,I7-150,-,DDR4,16GB,512GB,IPS,60,[],1,15199000
LENOVO,I5-1335,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,15199000
DELL,I7-11390,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,15200000
ASUS,I7-155,-,DDR5,16GB,1024GB,OLED,60,[],1,15229000
ASUS,I7-255,-,DDR5,16GB,1024GB,IPS,60,[],1,15249000
DELL,I5-10210,-,DDR4,,256GB,LED,60,[],1,15250000
ASUS,I5-13500,-,DDR4,16GB,512GB,OLED,90,[],1,15289000
ASUS,I5-13500,-,DDR4,16GB,512GB,OLED,90,[],1,15289000
LENOVO,I7-1355,-,DDR4,16GB,512GB,OLED,60,['flex'],0,15290000
ADVAN,I7-1255,-,DDR4,16GB,1024GB,LCD,60,[],1,15300000
DELL,I5-1335,-,DDR4,16GB,512GB,LED,60,['fingerprint'],1,15399000
LENOVO,I5-125,-,DDR5,8GB,512GB,IPS,60,['fingerprint'],1,15399000
LENOVO,I5-1335,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,15419000
LENOVO,I5-1335,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,15419000
ASUS,RYZEN 5-7535,RTX 4050,DDR5,16GB,512GB,IPS,144,[],1,15422160
LENOVO,I5-1235,-,DDR4,16GB,512GB,LED,60,[],0,15439000
HP,I7-1355,-,DDR5,16GB,1024GB,OLED,120,[],1,15489000
HP,RYZEN 7-8845,-,DDR5,16GB,512GB,OLED,120,[],1,15499000
ASUS,RYZEN 7-8840,-,DDR5,16GB,512GB,OLED,60,[],1,15499000
ASUS,I7-155,-,DDR5,16GB,1024GB,OLED,60,[],1,15499000
ASUS,RYZEN 7-8840,-,DDR5,16GB,512GB,OLED,60,[],1,15499000
LENOVO,I5-1335,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,15499000
LENOVO,I5-1135,-,DDR4,8GB,512GB,IPS,60,['yoga'],1,15499000
LENOVO,I7-150,-,DDR5,16GB,512GB,OLED,60,[],0,15529000
HP,I5-125,-,DDR5,16GB,512GB,OLED,120,[],1,15549000
HP,I5-125,-,DDR5,16GB,512GB,OLED,120,[],1,15549000
ASUS,I7-255,-,DDR5,16GB,1024GB,IPS,60,[],1,15550000
LENOVO,I7-13700,-,DDR5,16GB,512GB,OLED,60,['yoga'],0,15616000
ASUS,I5-226,-,DDR5,16GB,512GB,OLED,60,[],1,15649000
HP,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,15699000
LENOVO,I5-1335,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,15699000
HP,I7-1355,-,DDR5,16GB,,OLED,120,[],1,15699000
HP,I5-125,-,DDR5,16GB,512GB,OLED,120,[],1,15770000
HP,I5-125,-,DDR5,16GB,512GB,OLED,60,[],1,15799000
HP,I7-150,-,DDR4,16GB,512GB,IPS,60,[],1,15800000
ASUS,I5-226,-,DDR5,16GB,512GB,OLED,60,[],1,15819000
ASUS,I5-226,-,DDR5,16GB,512GB,OLED,60,[],1,15819000
ASUS,I9-13900,-,DDR5,16GB,1024GB,VA,90,[],1,15849000
ACER,I7-155,-,DDR5,32GB,1024GB,OLED,90,['fingerprint'],1,15849000
ASUS,I9-13900,-,DDR5,16GB,1024GB,VA,90,['fingerprint'],1,15849000
DELL,I5-1335,GEFORCE MX550,DDR4,8GB,512GB,LED,60,['fingerprint'],1,15849000
LENOVO,RYZEN 7-7840,-,DDR5,16GB,1024GB,IPS,60,['yoga'],0,15899000
ACER,I7-155,-,DDR5,32GB,1024GB,OLED,90,['fingerprint'],1,15899000
,I7-1165,-,DDR4,16GB,512GB,IPS,60,['fingerprint'],1,15926000
DELL,I7-150,-,DDR5,16GB,1024GB,LED,60,[],1,15950000
LENOVO,I5-1240,-,DDR5,16GB,512GB,OLED,90,['yoga'],0,15979000
ACER,I7-155,-,DDR5,32GB,512GB,OLED,90,['fingerprint'],1,15989000
LENOVO,I5-125,-,DDR5,16GB,512GB,OLED,60,[],0,15989000
LENOVO,RYZEN 5-340,-,DDR5,16GB,512GB,OLED,120,"['fingerprint', 'yoga']",0,15999000
LENOVO,I7-1165,-,DDR4,16GB,512GB,IPS,60,['flex'],1,15999000
ASUS,I9-13900,-,DDR5,16GB,1024GB,OLED,90,[],1,15999000
LENOVO,RYZEN 7-7435,RTX 4060,DDR5,32GB,512GB,IPS,144,[],1,15999000
HP,I5-1235,-,DDR4,8GB,512GB,LED,60,[],1,16000000
LENOVO,I5-1235,-,DDR4,16GB,512GB,LED,60,['fingerprint'],0,16000000
HP,I7-155,-,DDR5,32GB,1024GB,OLED,120,[],1,16049000
LENOVO,I7-1360,-,DDR5,16GB,,IPS,60,['yoga'],1,16099000
DELL,I7-1355,-,DDR4,8GB,1024GB,LED,60,['fingerprint'],1,16099000
ASUS,RYZEN 7-5800,RTX 3050,DDR4,16GB,512GB,LED,90,[],1,16150000
LENOVO,I7-1165,-,DDR4,16GB,512GB,IPS,60,['flex'],0,16150000
LENOVO,I5-125,-,DDR5,16GB,512GB,OLED,60,"['fingerprint', 'yoga']",0,16183000
LENOVO,RYZEN 5-5625,-,DDR4,8GB,512GB,IPS,60,[],0,16199000
DELL,I7-1165,NVIDIA MX350,DDR4,8GB,512GB,LED,60,[],1,16201000
