No,Brand,CPU,GPU,RAM Type,RAM Size (GB),Storage (GB),Screen Type,Refresh Rate (Hz),Uniqueness,Upgradeable,Price (Rupiah)
904,ASUS,Intel Core i5-1155G7,,DDR4,8,512.0,LED,60,0,1,21000000
905,LENOVO,Intel Core i7-1355U,,DDR4,16,1024.0,LED,60,2,0,21105000
906,LENOVO,Intel Core i7-1185G7,,DDR4,16,1024.0,LED,60,2,0,21110000
907,ASUS,Intel Core i7-10510U,GeForce GTX 1650,DDR4,16,512.0,LED,60,0,1,21112000
908,LENOVO,AMD Ryzen 7 8845HS,,DDR5,16,1024.0,LED,60,0,0,21135000
909,HP,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,1,1,21199000
910,ASUS,Intel Core Ultra 7 258V,,DDR5,32,1024.0,OLED,120,0,1,21209000
911,LENOVO,Intel Core i5-1135G7,,DDR4,16,512.0,LED,60,1,0,21250000
912,ASUS,AMD Ryzen 5 7535HS,,DDR5,16,512.0,OLED,60,0,1,21259000
913,HP,AMD Ryzen 7 8840HS,,DDR5,16,1024.0,LED,60,0,1,21260000
914,ASUS,Intel Core i5-1235U,,DDR5,16,1024.0,OLED,120,0,1,21266000
915,DELL,Intel Core i7-1355U,,DDR4,32,512.0,LED,60,0,1,21275000
916,LENOVO,AMD Ryzen AI 9 365,,DDR5,32,1024.0,OLED,120,2,0,21299000
917,ACER,Intel Core i5-1240P,,DDR4,8,512.0,LED,60,0,1,21320000
918,ACER,AMD Ryzen AI 9 365,,DDR5,32,1024.0,LED,60,0,1,21339000
919,HP,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,0,1,21390000
920,HP,Intel Core i7-10510U,,DDR4,16,512.0,LED,60,0,1,21394464
921,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,2,0,21399000
922,MSI,Intel Core i7-14700HX,RTX 4060 Laptop,DDR5,8,1024.0,LED,240,0,1,21399000
923,HP,Intel Core i7-14650HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,144,0,1,21399000
924,HP,AMD Ryzen 7 8840HS,,DDR5,32,1024.0,OLED,120,0,1,21399001
925,LENOVO,Intel Core Ultra 7 258V,,DDR5,32,1024.0,OLED,120,2,0,21419000
926,LENOVO,Intel Core Ultra 7 258V,,DDR5,32,1024.0,OLED,120,2,0,21459000
927,LENOVO,Intel Core i5-1135G7,,DDR4,16,512.0,LED,60,2,0,21490000
928,DELL,Intel Core i7-1255U,,DDR5,16,512.0,LED,120,1,1,21499000
929,DELL,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,1,21500000
930,LENOVO,Intel Core i5-1235U,,DDR4,16,512.0,LED,60,2,0,21509000
931,HP,Intel Core i7-14650HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,144,0,1,21559000
932,HP,Intel Core i7-1255U,,DDR5,32,512.0,LED,60,1,1,21600000
933,DELL,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,1,21611000
934,ASUS,AMD Ryzen 5 7535HS,RTX 4050 Laptop,DDR5,16,512.0,LED,144,0,1,21640000
935,HP,Intel Core i7-1250U,,DDR4,16,1024.0,OLED,60,0,1,21650000
936,ASUS,Intel i7-1165G7,,DDR4,16,1024.0,OLED,90,1,1,21659033
937,HP,AMD Ryzen 7 4700U,,DDR4,16,512.0,LED,60,0,1,21679100
938,ASUS,Intel i7-1165G7,,DDR4,16,1024.0,OLED,60,0,1,21699000
939,HP,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,0,1,21750000
940,LENOVO,AMD Ryzen AI 7 350,,DDR5,32,1024.0,OLED,120,2,0,21799000
941,HP,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,1,1,21800000
942,HP,Intel Core i7-12700H,,DDR4,16,512.0,LED,60,0,1,21812000
943,LENOVO,Intel Core i5-13450HX,RTX 3050 Laptop,DDR5,32,512.0,LED,60,0,1,21838700
944,HP,Intel Core i7-14650HX,RTX 4060 Laptop,DDR5,16,512.0,LED,60,0,1,21899000
945,DELL,Intel Core i7-8665U,,DDR4,8,512.0,LED,60,1,1,21899000
946,DELL,Intel Core i7-1255U,,DDR5,16,512.0,LED,60,0,1,21899000
947,HP,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,1,21900000
948,HP,AMD Ryzen 7 8840HS,,DDR4,32,1024.0,OLED,120,0,1,21900000
949,ASUS,Intel Core Ultra 9 285H,,DDR5,32,1024.0,OLED,120,0,1,21945000
950,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,1,1,21949000
951,ASUS,Intel Core i7-7500U,,DDR4,16,512.0,LED,60,1,1,21975000
952,ASUS,Intel Core i7-1255U,,DDR4,8,512.0,LED,60,0,1,21999000
953,LENOVO,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,1,22000000
954,LENOVO,AMD Ryzen 7 4800H,GeForce GTX 1650,DDR4,16,512.0,LED,60,0,1,22000000
955,LENOVO,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,1,22000000
956,MSI,Intel Core i7-13650HX,RTX 4070 Laptop,DDR5,8,1024.0,LED,165,0,1,22017000
957,ASUS,AMD Ryzen 7 8845HS,RTX 4050 Laptop,DDR5,16,512.0,LED,165,0,1,22019000
958,LENOVO,AMD Ryzen 7 7730U,,DDR4,16,512.0,LED,60,2,1,22033000
959,ASUS,Intel Core Ultra 5 225H,,DDR5,16,1024.0,OLED,60,0,1,22044000
960,DELL,Intel Core i5-1245U,,DDR4,16,512.0,LED,60,1,1,22075000
961,ASUS,Intel Core i7-12650HX,RTX 3050 Laptop,DDR5,16,1024.0,OLED,120,0,1,22100000
962,HP,AMD Ryzen 7 8840HS,,DDR5,16,1024.0,LED,60,1,1,22133000
963,ASUS,Intel Core i7-1255U,RTX 4050 Laptop,DDR5,8,1024.0,OLED,120,0,1,22139000
964,ACER,Intel Core i5-1240P,,DDR4,16,512.0,LED,60,0,1,22216500
965,ASUS,Intel Core Ultra 9 285H,,DDR5,32,1024.0,OLED,120,0,1,22219000
966,ASUS,AMD Ryzen 7 8845HS,RTX 4050 Laptop,DDR5,16,512.0,LED,165,0,1,22219000
967,ASUS,Intel Core Ultra 9 285H,,DDR5,32,1024.0,OLED,120,0,1,22219000
968,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,22299000
969,ASUS,Intel i7-1165G7,,DDR4,16,1024.0,OLED,60,0,1,22338000
970,ASUS,Intel Core i7-1255U,RTX 4050 Laptop,DDR5,24,1024.0,OLED,120,0,1,22370000
971,LENOVO,Intel Core i7-14650HX,RTX 4050 Laptop,DDR5,16,512.0,LED,60,0,1,22399000
972,DELL,Intel Core Ultra 7 165H,,DDR5,16,512.0,OLED,120,1,1,22399000
973,MSI,Intel Core i9-13900HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,120,0,1,22399000
974,LENOVO,Intel i7-1165G7,,DDR4,16,512.0,LED,60,2,1,22404000
975,LENOVO,Intel Core i7-1255U,,DDR5,16,512.0,OLED,120,2,0,22430000
976,LENOVO,Intel Core i5-1235U,,DDR5,16,512.0,LED,60,0,0,22433000
977,LENOVO,Intel Core i7-13650HX,RTX 4060 Laptop,DDR5,24,512.0,LED,144,0,1,22466000
978,DELL,Intel Core i7-12650H,,DDR4,16,1024.0,LED,60,1,1,22475000
979,MSI,Intel Core i7-13650HX,RTX 4070 Laptop,DDR5,16,512.0,LED,165,0,1,22479000
980,DELL,Intel Core i7-1250U,,DDR5,16,512.0,LED,60,0,1,22489000
981,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,22522000
982,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,22522000
983,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,22522000
984,LENOVO,Intel i7-1165G7,,DDR4,16,1024.0,LED,60,2,1,22535089
985,LENOVO,Intel Core i5-1235U,,DDR4,16,512.0,LED,60,2,0,22550000
986,HP,Intel Core i7-13700HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,165,0,1,22599000
987,ASUS,AMD Ryzen 9 5900HX,RTX 3050 Laptop,DDR4,16,1024.0,OLED,60,0,1,22599000
988,ASUS,Intel Core i7-13700HX,RTX 4060 Laptop,DDR4,16,512.0,LED,144,0,1,22599000
989,ASUS,Intel Core i7-13700HX,RTX 3050 Laptop,DDR4,32,1024.0,LED,144,0,1,22665000
990,ACER,Intel Core i9-14900HX,RTX 4060 Laptop,DDR5,8,1024.0,LED,165,0,1,22699000
991,ASUS,Intel Core Ultra 9 285H,,DDR5,32,1024.0,OLED,120,0,1,22699000
992,LENOVO,Intel Core i5-1235U,,DDR4,16,512.0,LED,60,0,0,22699000
993,ASUS,Intel Core Ultra 9 285H,,DDR5,32,1024.0,OLED,120,0,1,22699000
994,ASUS,AMD Ryzen 7 8845HS,RTX 4080 Laptop,DDR5,16,1024.0,OLED,60,1,1,22700000
995,ACER,Intel Core i7-13650HX,RTX 2050,DDR4,8,512.0,LED,60,1,1,22700000
996,ASUS,Intel Core Ultra 9 285H,,DDR5,32,1024.0,OLED,120,0,1,22769000
997,ASUS,Intel Core i7-13650HX,RTX 4070 Laptop,DDR5,16,1024.0,LED,144,0,1,22800000
998,ASUS,Intel Core i7-8565U,,DDR5,16,512.0,LED,60,0,1,22830000
999,LENOVO,Intel Core i7-14650HX,RTX 4050 Laptop,DDR5,16,512.0,LED,60,0,1,22859000
1000,ASUS,Intel Core Ultra 7 256V,,DDR5,16,512.0,OLED,60,0,1,22863000
1001,ASUS,Intel Core i7-13650HX,RTX 4050 Laptop,DDR5,8,512.0,LED,165,0,1,22920000
1002,ASUS,Intel Core Ultra 9 285H,,DDR5,32,1024.0,OLED,120,0,1,22926000
1003,LENOVO,AMD Ryzen 7 7735HS,RTX 4050 Laptop,DDR5,32,512.0,LED,60,0,1,22940670
1004,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,120,0,1,22960800
1005,HP,AMD Ryzen 9 8945HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,144,0,1,22989000
1006,HP,Intel Core i5-1335U,,DDR4,16,512.0,LED,60,1,1,22999000
1007,HP,Intel Core i7-14650HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,144,0,1,22999000
1008,LENOVO,Intel Core Ultra 9 285H,,DDR5,32,1024.0,OLED,120,2,0,22999000
1009,ASUS,AMD Ryzen 9 7845HX,RTX 4060 Laptop,DDR5,8,1024.0,LED,144,0,1,22999000
1010,DELL,Intel Core i7-1355U,,DDR5,16,512.0,LED,60,1,1,23000000
1011,DELL,Intel Core i7-1355U,,DDR5,16,512.0,LED,60,1,1,23000000
1012,HP,AMD Ryzen 7 8845HS,RTX 4060 Laptop,DDR5,16,512.0,LED,144,0,1,23007000
1013,LENOVO,Intel Core i7-1255U,,DDR4,16,512.0,LED,60,1,1,23059000
1014,LENOVO,Intel i7-1165G7,,DDR4,8,512.0,LED,60,0,1,23109500
1015,ASUS,Intel Core Ultra 9 285H,,DDR5,32,1024.0,OLED,120,0,1,23126000
1016,HP,Intel Core i7-1250U,,DDR4,16,512.0,LED,60,0,1,23136000
1017,ACER,Intel Core i7-13650HX,RTX 2050,DDR4,8,512.0,LED,60,1,1,23150000
1018,ACER,Intel Core i7-13700HX,RTX 4060 Laptop,DDR5,8,1024.0,LED,165,0,1,23196000
1019,ACER,Intel Core i9-14900HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,165,0,1,23199000
1020,LENOVO,Intel Core i5-1235U,,DDR5,16,512.0,LED,60,1,1,23199000
1021,ASUS,Intel Core i7-13650HX,RTX 4050 Laptop,DDR5,8,512.0,LED,165,0,1,23229000
1022,ASUS,AMD Ryzen 7 7435HS,RTX 4060 Laptop,DDR5,16,512.0,LED,60,0,1,23243000
1023,ASUS,Intel Core i7-1255U,,DDR5,32,1024.0,OLED,60,0,1,23310700
1024,ASUS,Intel Core Ultra 9 285H,,DDR5,32,1024.0,OLED,120,0,1,23319000
1025,LENOVO,Intel Core i5-1335U,,DDR5,16,512.0,LED,60,0,0,23350000
1026,HP,Intel Core i5-1235U,,DDR4,16,512.0,OLED,60,0,1,23377000
1027,DELL,Intel Core i7-1355U,,DDR4,16,512.0,LED,60,1,1,23379000
1028,HP,AMD Ryzen 7 8845HS,RTX 4070 Laptop,DDR5,16,1024.0,LED,165,0,1,23399000
1029,HP,Intel Core i7-10510U,GeForce RTX 2060,DDR4,16,1024.0,OLED,60,0,1,23399000
1030,HP,AMD Ryzen 7 8845HS,RTX 4070 Laptop,DDR5,16,1024.0,LED,165,0,1,23399000
1031,ACER,Intel i7-1165G7,,DDR4,16,512.0,LED,60,0,1,23430000
1032,HP,Intel Core i7-1355U,,DDR4,16,1024.0,LED,60,0,1,23450000
1033,DELL,Intel Core i9-12900HX,RTX 3060 Laptop,DDR5,16,1024.0,LED,60,1,1,23454000
1034,DELL,Intel Core i7-12650H,,DDR4,16,512.0,LED,60,1,1,23495000
1035,ASUS,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,60,0,1,23499000
1036,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,1,1,23499000
1037,LENOVO,AMD Ryzen 7 6800H,RTX 3050 Laptop,DDR5,32,1024.0,LED,120,2,0,23499000
1038,DELL,Intel Core i7-10810U,,DDR4,16,512.0,LED,60,1,1,23500000
1039,LENOVO,AMD Ryzen 7 5800HS,RTX 3050 Laptop,DDR4,8,512.0,LED,165,0,0,23525000
1040,ACER,Intel Core i7-14700HX,RTX 4050 Laptop,DDR5,8,512.0,LED,165,0,1,23537000
1041,ACER,Intel Core i7-12700H,,DDR4,16,512.0,LED,60,0,1,23540000
1042,HP,Intel Core i7-13700HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,120,0,1,23585000
1043,DELL,Intel Core i7-1185G7,,DDR4,32,512.0,LED,60,1,1,23625000
1044,HP,Intel Core i5-1135G7,,DDR4,8,512.0,LED,60,0,1,23629000
1045,HP,Intel Core i5-1235U,,DDR5,16,512.0,OLED,120,0,1,23688000
1046,HP,Intel Core i7-13650HX,RTX 2050,DDR4,16,1024.0,LED,60,0,1,23690000
1047,HP,Intel Core i5-1235U,,DDR4,16,1024.0,LED,60,0,1,23700000
1048,ASUS,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,1,1,23729000
1049,LENOVO,Intel Core i5-1335U,,DDR5,32,512.0,LED,60,1,0,23749900
1050,HP,AMD Ryzen 7 8845HS,RTX 4060 Laptop,DDR5,16,512.0,LED,60,0,1,23770000
1051,LENOVO,Intel Core i7-13700HX,RTX 4060 Laptop,DDR5,8,512.0,LED,165,0,1,23777000
1052,HP,AMD Ryzen 7 7840HX,RTX 4070 Laptop,DDR4,16,1024.0,LED,60,0,1,23799000
1053,HP,Intel Core i7-8565U,,DDR4,8,512.0,LED,60,0,1,23800000
1054,ACER,Intel Core i9-13900HX,RTX 4060 Laptop,DDR5,8,1024.0,LED,165,0,1,23835000
1055,DELL,Intel Core i7-7500U,,DDR4,8,512.0,LED,60,0,1,23850000
1056,ASUS,Intel Core i9-13900HX,RTX 4050 Laptop,DDR5,8,1024.0,OLED,120,1,1,23877000
1057,DELL,Intel Core i7-1355U,,DDR5,16,512.0,LED,60,1,1,23925000
1058,HP,Intel Core i7-13700HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,144,0,1,23935000
1059,HP,Intel Core i7-1355U,,DDR4,32,1024.0,LED,60,0,1,23937000
1060,HP,Intel Core i7-13700HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,120,0,1,23945000
1061,HP,Intel i7-1165G7,,DDR4,16,512.0,LED,60,0,1,23990000
1062,ASUS,AMD Ryzen 9 8945HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,144,0,1,23999000
1063,MSI,Intel Core i7-14650HX,RTX 5070 Laptop,DDR5,8,512.0,LED,120,0,1,23999000
1064,ASUS,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,0,1,23999000
1065,ASUS,Intel Core i7-1255U,,DDR5,32,512.0,OLED,120,0,1,23999000
1066,ASUS,AMD Ryzen 9 8945HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,144,0,1,23999000
1067,ASUS,Intel Core Ultra 9 285H,,DDR5,32,1024.0,OLED,120,0,1,23999000
1068,ASUS,Intel Core i7-1255U,,DDR5,16,1024.0,OLED,120,0,1,23999000
1069,MSI,Intel Core i7-14650HX,RTX 5070 Laptop,DDR5,8,512.0,LED,120,0,1,23999000
1070,ASUS,AMD Ryzen 7 6800H,RTX 3060 Laptop,DDR5,16,512.0,LED,60,0,1,24004000
1071,LENOVO,Intel Core i7-1255U,RTX 4050 Laptop,DDR5,32,1024.0,OLED,120,2,0,24037000
1072,ASUS,Intel Core Ultra 9 285H,,DDR5,32,1024.0,OLED,120,0,1,24049000
1073,ACER,Intel Core i7-14700HX,RTX 4050 Laptop,DDR5,32,512.0,LED,165,0,1,24085890
1074,ASUS,AMD Ryzen 9 8945HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,144,0,1,24099000
1075,ASUS,Intel Core i7-13650HX,RTX 4050 Laptop,DDR4,16,512.0,LED,60,0,1,24100000
1076,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,1,0,24149900
1077,HP,AMD Ryzen 7 8845HS,RTX 4070 Laptop,DDR5,32,1024.0,LED,165,0,1,24199000
1078,LENOVO,AMD Ryzen 7 5800HS,RTX 3060 Laptop,DDR4,16,1024.0,LED,165,0,1,24199000
1079,ASUS,Intel Core i7-13650HX,RTX 4050 Laptop,DDR5,32,512.0,LED,165,0,1,24239000
1080,LENOVO,Intel Core i7-1355U,,DDR5,16,512.0,LED,60,0,1,24279000
1081,LENOVO,Intel Core i7-14650HX,RTX 4050 Laptop,DDR5,16,512.0,LED,165,0,1,24292000
1082,ASUS,Intel Core i7-14650HX,RTX 5060 Laptop,DDR5,16,1024.0,LED,165,0,1,24299000
1083,LENOVO,Intel i7-1165G7,,DDR4,16,1024.0,LED,60,2,0,24300000
1084,LENOVO,Intel Core i9-14900HX,RTX 4060 Laptop,DDR5,32,1024.0,LED,240,0,1,24349000
1085,ASUS,Intel Core i7-13650HX,RTX 4070 Laptop,DDR5,16,1024.0,LED,165,0,1,24349000
1086,HP,Intel Core i7-1355U,,DDR5,32,1024.0,LED,60,0,1,24350000
1087,HP,Intel Core i7-1355U,,DDR5,16,1024.0,LED,60,0,1,24350000
1088,HP,Intel Core i7-1355U,,DDR4,32,512.0,LED,60,0,1,24366000
1089,DELL,Intel Core i7-12650H,,DDR4,16,1024.0,LED,60,1,1,24395000
1090,LENOVO,Intel Core i9-14900HX,RTX 4060 Laptop,DDR5,8,1024.0,LED,60,0,1,24399000
1091,LENOVO,Intel Core i7-1255U,RTX 4050 Laptop,DDR5,32,1024.0,OLED,120,2,0,24419000
1092,ASUS,Intel Core i7-13650HX,RTX 4070 Laptop,DDR5,16,1024.0,LED,144,0,1,24459000
1093,DELL,Intel Core i7-1185G7,,DDR4,16,512.0,LED,60,1,1,24480000
1094,HP,AMD Ryzen 5 8640HS,RTX 4060 Laptop,DDR5,16,1024.0,LED,60,0,1,24490000
1095,ASUS,Intel Core i7-13650HX,RTX 4070 Laptop,DDR5,16,1024.0,LED,165,0,1,24499000
1096,ASUS,AMD Ryzen 7 6800H,RTX 3060 Laptop,DDR5,32,512.0,LED,165,0,1,24499000
1097,LENOVO,Intel Core i9-14900HX,RTX 4060 Laptop,DDR5,8,1024.0,LED,165,0,1,24499000
1098,ASUS,Intel Core i7-13650HX,RTX 4070 Laptop,DDR5,8,1024.0,LED,165,0,1,24499000
1099,LENOVO,Intel Core i9-14900HX,RTX 4060 Laptop,DDR5,32,1024.0,LED,165,0,1,24499000
1100,ASUS,Intel Core i9-13980HX,RTX 4050 Laptop,DDR5,8,512.0,LED,165,0,1,24499000
1101,LENOVO,Intel Core i7-13650HX,RTX 4060 Laptop,DDR5,24,512.0,LED,60,0,1,24556000
1102,MSI,Intel Core i7-1255U,RTX 4050 Laptop,DDR5,32,1024.0,LED,120,1,1,24589000
1103,LENOVO,Intel Core i9-14900HX,RTX 4060 Laptop,DDR5,8,1024.0,LED,60,0,1,24599000
1104,ASUS,Intel Core i7-13650HX,RTX 4050 Laptop,DDR5,16,512.0,LED,165,0,1,24649000
1105,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,1,1,24669000
1106,ACER,Intel Core i5-12500H,,DDR4,16,512.0,OLED,60,0,1,24679000
1107,ASUS,AMD Ryzen 9 8945HX,RTX 4070 Laptop,DDR5,16,1024.0,LED,144,0,1,24689000
1108,LENOVO,Intel Core i7-13700HX,RTX 4060 Laptop,DDR5,32,512.0,LED,165,0,1,24690000
1109,LENOVO,AMD Ryzen 7 7840HX,RTX 4060 Laptop,DDR5,16,512.0,LED,60,0,1,24703650
1110,ACER,Intel Core i9-14900HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,165,0,1,24719000
1111,LENOVO,Intel Core i7-1255U,,DDR5,16,1024.0,LED,60,2,0,24727000
1112,LENOVO,AMD Ryzen 9 6900HX,RTX 3050 Laptop,DDR5,32,1024.0,LED,120,0,0,24738000
1113,DELL,Intel Core i7-8665U,,DDR4,16,512.0,LED,60,1,1,24789000
1114,ASUS,AMD Ryzen 9 8945HX,RTX 4070 Laptop,DDR5,16,1024.0,LED,144,0,1,24799000
1115,ACER,Intel Core i7-13650HX,RTX 4050 Laptop,DDR5,16,512.0,LED,144,0,1,24800000
1116,ASUS,AMD Ryzen 7 5800HS,RTX 3060 Laptop,DDR4,16,512.0,LED,144,0,1,24820000
1117,HP,Intel Core i5-1235U,,DDR4,16,512.0,LED,60,0,1,24840000
1118,ASUS,Intel Core i7-13650HX,RTX 4050 Laptop,DDR5,8,512.0,LED,165,0,1,24845000
1119,ACER,Intel Core i9-12900HX,RTX 3060 Laptop,DDR5,16,512.0,LED,60,0,1,24859000
1120,HP,Intel Core i7-14650HX,RTX 4070 Laptop,DDR5,16,512.0,LED,165,0,1,24889000
1121,ASUS,Intel Core i7-13650HX,RTX 4050 Laptop,DDR5,8,512.0,LED,165,0,1,24899000
1122,ASUS,Intel Core i7-13650HX,RTX 4050 Laptop,DDR5,8,512.0,LED,165,0,1,24899000
1123,HP,Intel Core i7-14650HX,RTX 4070 Laptop,DDR5,16,1024.0,LED,144,0,1,24960000
1124,DELL,Intel Core i7-12650H,,DDR4,16,512.0,LED,60,0,1,24990000
1125,MSI,Intel Core i7-14700HX,RTX 4060 Laptop,DDR5,16,1024.0,LED,120,0,1,24990000
1126,ASUS,Intel Core i7-14700HX,RTX 4070 Laptop,DDR4,16,1024.0,LED,165,0,1,24999000
1127,LENOVO,Intel Core i7-1255U,RTX 4050 Laptop,DDR5,32,1024.0,OLED,120,2,0,24999000
1128,ASUS,AMD Ryzen 9 7845HX,RTX 4060 Laptop,DDR5,32,512.0,LED,240,0,1,25000000
